Shipment ID,Origin,Destination,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Planned Delivery Duration,Actual Delivery Delay,Shipment Month,Shipment Day of Week,Is Weekend,Season
SHIP001024,0,3,3,0.6427777777777779,2,1,1,0.25,0.5263157894736842,2,2,0,1
SHIP001025,3,8,0,0.673888888888889,0,2,1,0.25,0.5263157894736842,11,1,0,4
SHIP001026,3,6,2,0.33222222222222225,0,2,1,0.08333333333333333,0.5263157894736842,7,2,0,3
SHIP001027,7,4,1,0.2311111111111111,0,1,0,0.08333333333333333,0.47368421052631576,10,6,1,4
SHIP001028,8,2,1,0.5888888888888888,0,0,1,0.25,0.5789473684210527,5,0,0,2
SHIP001029,9,0,2,0.8583333333333334,2,1,1,0.3333333333333333,0.7894736842105263,2,4,0,1
SHIP001030,4,2,3,0.5922222222222222,1,1,1,0.25,0.5789473684210527,1,4,0,1
SHIP001031,2,3,3,0.9144444444444444,0,1,1,0.4166666666666667,0.6842105263157894,7,0,0,3
SHIP001032,2,0,0,0.4266666666666667,0,1,1,0.16666666666666669,0.5789473684210527,9,3,0,4
SHIP001033,3,7,0,0.5011111111111111,0,2,1,0.16666666666666669,0.5263157894736842,1,3,0,1
SHIP001034,3,1,0,0.2777777777777778,2,2,1,0.08333333333333333,0.5789473684210527,10,5,1,4
SHIP001035,7,8,0,0.8800000000000001,2,1,1,0.3333333333333333,0.7368421052631579,2,2,0,1
SHIP001036,8,6,3,0.20666666666666667,0,1,0,0.0,0.47368421052631576,1,0,0,1
SHIP001037,0,1,3,0.5094444444444444,0,2,1,0.16666666666666669,0.5263157894736842,6,4,0,3
SHIP001038,3,5,2,0.09166666666666667,2,1,1,0.0,0.5263157894736842,3,0,0,2
SHIP001039,4,8,3,0.7377777777777779,0,0,1,0.3333333333333333,0.5789473684210527,12,4,0,1
SHIP001040,8,5,2,0.5183333333333333,2,0,1,0.16666666666666669,0.631578947368421,2,2,0,1
SHIP001041,7,8,2,0.15333333333333332,0,2,1,0.0,0.7368421052631579,7,0,0,3
SHIP001042,2,8,3,0.8933333333333333,2,2,1,0.4166666666666667,0.5789473684210527,3,0,0,2
SHIP001043,3,4,3,0.07333333333333333,2,2,1,0.0,0.5789473684210527,2,2,0,1
SHIP001044,0,6,1,0.6994444444444445,2,1,1,0.25,0.5263157894736842,6,1,0,3
SHIP001045,3,5,1,0.8455555555555556,0,1,0,0.3333333333333333,0.47368421052631576,1,6,1,1
SHIP001046,4,3,2,0.7516666666666667,0,2,1,0.3333333333333333,0.5263157894736842,3,5,1,2
SHIP001047,7,6,0,0.024444444444444463,0,0,1,0.0,0.5789473684210527,3,4,0,2
SHIP001048,7,0,2,0.8777777777777778,0,0,1,0.3333333333333333,0.5789473684210527,5,5,1,2
SHIP001049,3,9,3,0.8455555555555556,0,0,1,0.3333333333333333,0.7368421052631579,3,1,0,2
SHIP001050,6,5,0,0.2277777777777778,3,0,1,0.08333333333333333,0.8421052631578947,4,0,0,2
SHIP001051,1,3,2,0.11833333333333335,0,1,1,0.0,0.6842105263157894,1,0,0,1
SHIP001052,8,5,2,0.31333333333333335,0,1,0,0.08333333333333333,0.47368421052631576,8,4,0,3
SHIP001053,8,1,1,0.9927777777777778,1,2,1,0.4166666666666667,0.894736842105263,3,6,1,2
SHIP001054,7,4,3,0.5866666666666667,0,1,0,0.25,0.47368421052631576,3,5,1,2
SHIP001055,2,7,0,0.4594444444444445,0,1,0,0.16666666666666669,0.47368421052631576,7,3,0,3
SHIP001056,4,0,0,0.7444444444444445,0,1,0,0.3333333333333333,0.47368421052631576,9,2,0,4
SHIP001057,9,1,3,0.9166666666666665,2,2,1,0.4166666666666667,0.5789473684210527,12,2,0,1
SHIP001058,0,7,2,0.17555555555555558,0,1,0,0.0,0.47368421052631576,5,4,0,2
SHIP001059,5,3,2,0.09888888888888889,0,1,0,0.0,0.47368421052631576,12,4,0,1
SHIP001060,2,7,1,0.6327777777777779,3,1,1,0.25,0.631578947368421,4,4,0,2
SHIP001061,1,7,1,0.9233333333333333,0,1,0,0.4166666666666667,0.47368421052631576,3,4,0,2
SHIP001062,2,1,1,0.2738888888888889,0,0,1,0.08333333333333333,0.5789473684210527,1,5,1,1
SHIP001063,4,1,3,0.8227777777777778,0,0,1,0.3333333333333333,0.6842105263157894,3,5,1,2
SHIP001064,7,8,3,0.2638888888888889,0,2,1,0.08333333333333333,0.5263157894736842,5,1,0,2
SHIP001065,9,6,1,0.38055555555555554,3,2,1,0.08333333333333333,0.6842105263157894,3,2,0,2
SHIP001066,0,1,3,0.41277777777777774,0,0,1,0.16666666666666669,0.5789473684210527,1,5,1,1
SHIP001067,5,9,3,0.6211111111111112,0,1,1,0.25,0.5789473684210527,2,1,0,1
SHIP001068,1,7,3,0.5527777777777778,0,1,0,0.16666666666666669,0.47368421052631576,2,3,0,1
SHIP001069,4,8,0,0.7583333333333333,0,2,1,0.3333333333333333,0.7894736842105263,4,4,0,2
SHIP001070,7,1,0,0.8999999999999999,0,2,1,0.4166666666666667,0.7894736842105263,4,4,0,2
SHIP001071,9,4,3,0.16555555555555557,0,2,1,0.0,0.5263157894736842,3,2,0,2
SHIP001072,7,2,0,0.9894444444444443,0,2,1,0.4166666666666667,0.5263157894736842,8,2,0,3
SHIP001073,7,8,3,0.37722222222222224,0,2,1,0.08333333333333333,0.5263157894736842,4,1,0,2
SHIP001074,7,9,0,0.25166666666666665,2,2,1,0.08333333333333333,0.5789473684210527,5,6,1,2
SHIP001075,4,3,1,0.37666666666666665,1,2,1,0.08333333333333333,0.7894736842105263,6,0,0,3
SHIP001076,7,9,2,0.5022222222222221,0,2,1,0.16666666666666669,0.7894736842105263,5,3,0,2
SHIP001077,9,8,1,0.6872222222222222,0,1,0,0.25,0.47368421052631576,2,0,0,1
SHIP001078,4,5,1,0.6155555555555556,2,1,1,0.25,0.5263157894736842,1,3,0,1
SHIP001079,3,9,0,0.4861111111111111,0,2,1,0.16666666666666669,0.631578947368421,8,5,1,3
SHIP001080,0,3,0,0.4222222222222222,0,1,0,0.16666666666666669,0.47368421052631576,5,0,0,2
SHIP001081,9,0,3,0.5311111111111111,3,1,1,0.16666666666666669,0.894736842105263,2,4,0,1
SHIP001082,5,7,2,0.7155555555555555,0,0,1,0.25,0.5789473684210527,1,0,0,1
SHIP001083,4,1,3,0.9166666666666665,0,1,1,0.4166666666666667,0.6842105263157894,4,1,0,2
SHIP001084,3,2,3,0.24055555555555558,1,1,1,0.08333333333333333,0.5789473684210527,4,4,0,2
SHIP001085,1,5,1,0.7977777777777777,0,2,1,0.3333333333333333,0.5263157894736842,8,1,0,3
SHIP001086,4,8,0,0.3627777777777778,0,2,1,0.08333333333333333,0.5263157894736842,1,3,0,1
SHIP001087,1,3,2,0.33944444444444444,2,2,1,0.08333333333333333,0.5789473684210527,11,4,0,4
SHIP001088,5,2,1,0.7661111111111112,2,2,1,0.3333333333333333,0.5789473684210527,4,6,1,2
SHIP001089,6,3,1,0.971111111111111,0,2,1,0.4166666666666667,0.5263157894736842,2,6,1,1
SHIP001090,9,6,0,0.7155555555555555,0,1,0,0.25,0.47368421052631576,5,3,0,2
SHIP001091,0,6,3,0.4922222222222223,0,0,1,0.16666666666666669,0.5789473684210527,10,1,0,4
SHIP001092,5,7,1,0.6877777777777778,2,0,1,0.25,0.631578947368421,11,0,0,4
SHIP001093,9,8,2,0.5966666666666667,0,2,1,0.25,0.5263157894736842,1,0,0,1
SHIP001094,3,5,0,0.24944444444444447,1,0,1,0.08333333333333333,0.6842105263157894,7,6,1,3
SHIP001095,7,4,1,0.10611111111111113,2,1,1,0.0,0.5263157894736842,1,0,0,1
SHIP001096,1,9,2,0.15333333333333332,0,2,1,0.0,0.5263157894736842,8,1,0,3
SHIP001097,6,5,3,0.40277777777777773,0,1,1,0.16666666666666669,0.7368421052631579,4,2,0,2
SHIP001098,7,1,0,0.69,3,1,1,0.25,0.7894736842105263,1,6,1,1
SHIP001099,5,2,0,0.5355555555555556,0,1,0,0.16666666666666669,0.47368421052631576,10,4,0,4
SHIP001100,4,5,0,0.4877777777777778,3,1,1,0.16666666666666669,0.631578947368421,7,2,0,3
SHIP001101,7,2,1,0.5700000000000001,0,2,1,0.25,0.7368421052631579,2,6,1,1
SHIP001102,4,9,1,0.9294444444444443,0,1,0,0.4166666666666667,0.47368421052631576,2,6,1,1
SHIP001103,1,8,2,0.20777777777777778,0,1,0,0.0,0.47368421052631576,4,2,0,2
SHIP001104,2,3,0,0.21944444444444444,0,1,0,0.0,0.47368421052631576,9,1,0,4
SHIP001105,0,2,2,0.13833333333333334,0,0,1,0.0,0.5789473684210527,1,0,0,1
SHIP001107,3,5,0,0.03555555555555556,2,2,1,0.0,0.5789473684210527,5,4,0,2
SHIP001108,9,5,3,0.8600000000000001,0,2,1,0.3333333333333333,0.6842105263157894,7,6,1,3
SHIP001109,7,5,1,0.31444444444444447,0,2,1,0.08333333333333333,0.7894736842105263,10,3,0,4
SHIP001110,9,8,0,0.3477777777777778,1,2,1,0.08333333333333333,0.631578947368421,3,4,0,2
SHIP001111,3,9,0,0.663888888888889,0,1,1,0.25,0.7368421052631579,5,5,1,2
SHIP001112,5,1,1,0.3238888888888889,1,1,1,0.08333333333333333,0.5789473684210527,5,1,0,2
SHIP001113,2,3,2,0.09888888888888889,2,1,1,0.0,0.5263157894736842,5,4,0,2
SHIP001114,5,3,1,0.4627777777777778,1,1,1,0.3333333333333333,0.3684210526315789,10,3,0,4
SHIP001115,1,2,3,0.4716666666666666,1,1,1,0.16666666666666669,0.7368421052631579,5,4,0,2
SHIP001116,5,9,1,0.25333333333333335,0,2,1,0.08333333333333333,0.5263157894736842,7,6,1,3
SHIP001117,5,7,2,0.6827777777777777,0,2,1,0.25,0.5263157894736842,5,6,1,2
SHIP001118,8,1,1,0.05000000000000002,0,2,1,0.0,0.7894736842105263,4,0,0,2
SHIP001119,0,6,1,0.6883333333333332,0,2,1,0.25,0.5263157894736842,5,1,0,2
SHIP001120,3,0,1,0.13111111111111112,2,2,1,0.0,0.5789473684210527,6,3,0,3
SHIP001121,1,6,2,0.34,0,2,1,0.08333333333333333,0.5263157894736842,11,2,0,4
SHIP001122,1,9,1,0.9477777777777778,1,2,1,0.4166666666666667,0.631578947368421,1,1,0,1
SHIP001123,8,4,2,0.6772222222222222,0,1,1,0.25,0.631578947368421,3,4,0,2
SHIP001124,4,8,2,0.6083333333333334,0,1,0,0.25,0.47368421052631576,5,3,0,2
SHIP001125,4,6,0,0.9888888888888889,2,2,1,0.4166666666666667,0.5789473684210527,11,1,0,4
SHIP001126,7,9,0,0.9783333333333333,0,1,0,0.4166666666666667,0.47368421052631576,2,4,0,1
SHIP001127,3,2,2,0.15500000000000003,2,1,1,0.0,0.5263157894736842,6,6,1,3
SHIP001128,4,1,2,0.033333333333333326,0,1,1,0.0,0.7368421052631579,4,4,0,2
SHIP001129,4,6,0,0.915,0,1,0,0.4166666666666667,0.47368421052631576,5,6,1,2
SHIP001130,7,6,0,0.8877777777777778,0,2,1,0.3333333333333333,0.5263157894736842,2,3,0,1
SHIP001131,2,1,2,0.6705555555555556,2,1,1,0.25,0.5263157894736842,1,6,1,1
SHIP001132,9,8,3,0.5855555555555556,0,2,1,0.25,0.5263157894736842,10,5,1,4
SHIP001133,1,7,3,0.16055555555555556,1,2,1,0.0,0.8421052631578947,5,5,1,2
SHIP001134,8,5,2,0.6011111111111112,0,1,0,0.25,0.47368421052631576,10,2,0,4
SHIP001135,7,9,1,0.9299999999999999,0,1,0,0.4166666666666667,0.47368421052631576,4,4,0,2
SHIP001136,6,3,2,0.8666666666666667,0,2,1,0.3333333333333333,0.6842105263157894,3,1,0,2
SHIP001137,3,1,0,0.5744444444444445,3,1,1,0.25,0.631578947368421,3,6,1,2
SHIP001138,6,0,1,0.8122222222222222,0,0,1,0.3333333333333333,0.5789473684210527,2,5,1,1
SHIP001139,0,3,2,0.16999999999999998,0,2,1,0.0,0.5263157894736842,12,1,0,1
SHIP001140,8,7,2,0.24444444444444446,0,2,1,0.08333333333333333,0.5263157894736842,11,0,0,4
SHIP001141,4,1,1,0.6211111111111112,1,1,1,0.25,0.7894736842105263,7,2,0,3
SHIP001142,2,1,0,0.14500000000000002,0,1,0,0.0,0.47368421052631576,4,1,0,2
SHIP001143,4,8,1,0.8733333333333333,0,1,1,0.3333333333333333,0.7368421052631579,11,1,0,4
SHIP001144,0,3,0,0.79,0,2,1,0.3333333333333333,0.5263157894736842,5,3,0,2
SHIP001145,5,7,2,0.1988888888888889,2,1,1,0.0,0.5263157894736842,1,6,1,1
SHIP001146,8,9,0,0.09111111111111111,1,1,1,0.0,0.5789473684210527,3,2,0,2
SHIP001147,6,5,0,0.758888888888889,0,0,1,0.3333333333333333,0.5789473684210527,5,2,0,2
SHIP001149,4,3,2,0.6816666666666666,0,1,0,0.25,0.47368421052631576,3,2,0,2
SHIP001150,4,9,3,0.8538888888888889,0,1,0,0.3333333333333333,0.47368421052631576,6,0,0,3
SHIP001151,6,2,2,0.07722222222222222,0,1,0,0.0,0.47368421052631576,3,1,0,2
SHIP001152,4,3,3,0.8416666666666666,0,1,1,0.3333333333333333,0.7368421052631579,3,5,1,2
SHIP001153,3,5,0,0.31555555555555553,3,2,1,0.08333333333333333,0.6842105263157894,9,3,0,4
SHIP001154,1,3,0,0.023888888888888904,0,2,1,0.0,0.5263157894736842,2,2,0,1
SHIP001155,0,8,2,0.6027777777777779,0,2,1,0.25,0.5263157894736842,8,5,1,3
SHIP001156,6,9,0,0.6983333333333333,0,2,1,0.3333333333333333,0.42105263157894735,4,0,0,2
SHIP001157,2,8,3,0.816111111111111,0,1,0,0.3333333333333333,0.47368421052631576,12,4,0,1
SHIP001158,6,0,1,0.23833333333333334,0,2,1,0.08333333333333333,0.5263157894736842,1,2,0,1
SHIP001159,4,6,2,0.6783333333333332,0,0,1,0.25,0.8421052631578947,5,6,1,2
SHIP001160,1,8,3,0.5,0,0,1,0.16666666666666669,0.5789473684210527,1,2,0,1
SHIP001161,5,9,0,0.6138888888888889,2,0,1,0.25,0.631578947368421,7,4,0,3
SHIP001162,7,3,2,0.7705555555555557,2,1,1,0.3333333333333333,0.5263157894736842,4,3,0,2
SHIP001163,1,5,2,0.22944444444444445,0,1,0,0.08333333333333333,0.47368421052631576,2,4,0,1
SHIP001164,4,0,3,0.5983333333333334,0,1,0,0.25,0.47368421052631576,5,1,0,2
SHIP001165,7,1,1,0.5161111111111112,2,1,1,0.16666666666666669,0.5263157894736842,2,4,0,1
SHIP001166,0,8,3,0.015000000000000013,0,2,1,0.0,0.5263157894736842,5,4,0,2
SHIP001167,4,9,3,0.4005555555555556,1,2,1,0.16666666666666669,0.631578947368421,1,6,1,1
SHIP001168,8,9,0,0.14166666666666666,2,2,1,0.0,0.5789473684210527,11,2,0,4
SHIP001169,3,5,1,0.41111111111111115,3,0,1,0.16666666666666669,0.7368421052631579,2,0,0,1
SHIP001170,3,4,2,0.04944444444444446,0,0,1,0.0,0.5789473684210527,4,1,0,2
SHIP001171,8,3,2,0.6711111111111112,0,2,1,0.25,0.7368421052631579,5,2,0,2
SHIP001172,1,8,3,0.41777777777777775,0,2,1,0.16666666666666669,0.5263157894736842,1,0,0,1
SHIP001173,5,1,1,0.7644444444444445,2,1,1,0.3333333333333333,0.5263157894736842,6,5,1,3
SHIP001174,2,1,0,0.3788888888888889,0,1,0,0.08333333333333333,0.47368421052631576,3,6,1,2
SHIP001175,6,9,2,0.39111111111111113,0,1,0,0.16666666666666669,0.47368421052631576,2,2,0,1
SHIP001176,0,5,1,0.08611111111111111,2,1,1,0.0,0.5263157894736842,8,1,0,3
SHIP001177,2,0,0,0.03,0,0,1,0.0,0.5789473684210527,2,1,0,1
SHIP001178,5,3,3,0.9277777777777778,0,1,0,0.4166666666666667,0.47368421052631576,5,4,0,2
SHIP001179,4,5,0,0.8400000000000001,0,1,0,0.3333333333333333,0.47368421052631576,1,1,0,1
SHIP001180,2,5,3,0.051666666666666666,0,2,1,0.0,0.5263157894736842,3,6,1,2
SHIP001181,4,5,3,0.6066666666666667,0,1,0,0.25,0.47368421052631576,4,6,1,2
SHIP001182,8,4,1,0.043333333333333335,0,2,1,0.0,0.6842105263157894,6,3,0,3
SHIP001183,5,8,2,0.8733333333333333,0,2,1,0.3333333333333333,0.5263157894736842,1,6,1,1
SHIP001184,3,6,0,0.5666666666666667,0,2,1,0.25,0.6842105263157894,6,5,1,3
SHIP001185,9,4,0,0.11000000000000001,2,1,1,0.0,0.7894736842105263,3,1,0,2
SHIP001186,8,7,1,0.3372222222222222,0,2,1,0.08333333333333333,0.6842105263157894,9,4,0,4
SHIP001187,5,6,3,0.061111111111111116,0,1,0,0.0,0.47368421052631576,3,5,1,2
SHIP001188,4,2,2,0.4222222222222222,3,0,1,0.16666666666666669,0.7368421052631579,3,6,1,2
SHIP001189,1,9,3,0.3572222222222222,0,2,1,0.08333333333333333,0.5263157894736842,7,0,0,3
SHIP001190,2,0,1,0.42888888888888893,0,1,0,0.16666666666666669,0.47368421052631576,5,1,0,2
SHIP001191,8,6,2,0.9816666666666667,0,1,0,0.4166666666666667,0.47368421052631576,5,6,1,2
SHIP001192,1,4,0,0.43722222222222223,0,0,1,0.16666666666666669,0.5789473684210527,9,5,1,4
SHIP001194,4,8,3,0.9277777777777778,2,2,1,0.4166666666666667,0.5789473684210527,2,2,0,1
SHIP001195,9,2,3,0.7916666666666667,1,1,1,0.3333333333333333,0.5789473684210527,12,3,0,1
SHIP001196,1,2,1,0.8733333333333333,0,0,1,0.3333333333333333,0.7368421052631579,1,0,0,1
SHIP001197,0,2,2,0.846111111111111,0,2,1,0.3333333333333333,0.7368421052631579,5,2,0,2
SHIP001198,3,7,1,0.43555555555555553,1,0,1,0.16666666666666669,0.894736842105263,7,1,0,3
SHIP001199,0,5,0,0.9444444444444444,0,2,1,0.4166666666666667,0.5263157894736842,5,0,0,2
SHIP001200,0,4,2,0.19611111111111112,0,2,1,0.0,0.6842105263157894,5,6,1,2
SHIP001201,9,2,3,0.20555555555555555,2,1,1,0.0,0.5263157894736842,12,3,0,1
SHIP001202,1,5,0,0.31555555555555553,1,1,1,0.08333333333333333,0.5789473684210527,4,4,0,2
SHIP001203,3,4,0,0.5355555555555556,0,1,0,0.16666666666666669,0.47368421052631576,5,6,1,2
SHIP001204,6,2,3,0.4961111111111111,0,2,1,0.25,0.42105263157894735,11,4,0,4
SHIP001205,3,7,1,0.8483333333333334,0,0,1,0.3333333333333333,0.5789473684210527,3,3,0,2
SHIP001206,6,2,0,0.27,0,1,1,0.08333333333333333,0.5789473684210527,12,1,0,1
SHIP001207,7,6,0,0.7661111111111112,0,0,1,0.3333333333333333,0.7894736842105263,12,1,0,1
SHIP001208,1,7,1,0.0050000000000000044,1,1,1,0.0,0.7368421052631579,10,6,1,4
SHIP001209,3,8,2,0.6583333333333334,0,2,1,0.25,0.5263157894736842,7,0,0,3
SHIP001210,9,7,2,0.6244444444444444,0,1,0,0.25,0.47368421052631576,2,3,0,1
SHIP001211,2,7,2,0.07777777777777778,0,2,1,0.0,0.5263157894736842,1,4,0,1
SHIP001212,3,1,1,0.14833333333333332,0,0,1,0.0,0.5789473684210527,5,3,0,2
SHIP001213,9,3,2,0.5972222222222223,0,1,1,0.4166666666666667,0.3684210526315789,5,1,0,2
SHIP001214,0,3,0,0.8666666666666667,0,1,1,0.3333333333333333,0.6842105263157894,2,2,0,1
SHIP001215,1,5,2,0.11333333333333334,0,0,1,0.0,0.5789473684210527,12,2,0,1
SHIP001216,0,1,0,0.0022222222222222227,2,2,1,0.0,0.5789473684210527,6,4,0,3
SHIP001217,2,6,3,0.8388888888888888,2,1,1,0.3333333333333333,0.5263157894736842,7,5,1,3
SHIP001218,5,2,3,0.5644444444444445,0,0,1,0.25,0.8421052631578947,10,0,0,4
SHIP001219,6,8,3,0.7961111111111112,0,1,1,0.3333333333333333,0.6842105263157894,7,0,0,3
SHIP001220,5,9,3,0.6133333333333333,0,1,0,0.25,0.47368421052631576,12,6,1,1
SHIP001222,6,8,2,0.731111111111111,0,1,1,0.3333333333333333,0.6842105263157894,3,6,1,2
SHIP001223,1,8,2,0.11500000000000002,0,1,1,0.0,0.7368421052631579,1,0,0,1
SHIP001224,2,0,1,0.365,0,2,1,0.08333333333333333,0.5263157894736842,3,2,0,2
SHIP001225,9,5,1,0.24277777777777776,0,1,0,0.08333333333333333,0.47368421052631576,3,6,1,2
SHIP001226,3,0,1,0.6727777777777777,0,1,0,0.25,0.47368421052631576,9,3,0,4
SHIP001227,6,9,3,0.9205555555555556,3,1,1,0.4166666666666667,0.631578947368421,12,1,0,1
SHIP001228,2,1,1,0.7338888888888888,0,2,1,0.3333333333333333,0.5263157894736842,1,6,1,1
SHIP001229,6,1,3,0.06388888888888888,0,1,0,0.0,0.47368421052631576,7,5,1,3
SHIP001230,6,3,2,0.9966666666666666,2,1,1,0.4166666666666667,0.6842105263157894,5,6,1,2
SHIP001231,9,3,0,0.4922222222222223,0,1,1,0.16666666666666669,0.631578947368421,3,1,0,2
SHIP001232,6,2,1,0.6194444444444445,0,1,0,0.25,0.47368421052631576,4,6,1,2
SHIP001234,3,7,3,0.13222222222222224,2,1,1,0.0,0.5263157894736842,6,4,0,3
SHIP001235,4,7,2,0.02777777777777779,0,2,1,0.0,0.5263157894736842,3,5,1,2
SHIP001236,7,3,2,0.33166666666666667,0,2,1,0.08333333333333333,0.631578947368421,3,4,0,2
SHIP001237,9,6,0,0.653888888888889,0,1,0,0.25,0.47368421052631576,2,4,0,1
SHIP001238,9,3,1,0.3794444444444445,0,2,1,0.08333333333333333,0.5263157894736842,4,1,0,2
SHIP001239,6,7,3,0.2277777777777778,0,1,0,0.08333333333333333,0.47368421052631576,3,6,1,2
SHIP001240,3,9,1,0.043888888888888894,0,1,1,0.0,0.5789473684210527,3,1,0,2
SHIP001241,8,9,0,0.21166666666666667,0,2,1,0.0,0.5263157894736842,6,1,0,3
SHIP001242,8,1,1,0.2311111111111111,0,1,0,0.08333333333333333,0.47368421052631576,4,1,0,2
SHIP001243,5,6,1,0.798888888888889,0,2,1,0.3333333333333333,0.5263157894736842,5,5,1,2
SHIP001244,2,7,3,0.06,0,1,0,0.0,0.47368421052631576,2,1,0,1
SHIP001245,8,0,3,0.3761111111111111,2,1,1,0.08333333333333333,0.5263157894736842,4,3,0,2
SHIP001246,4,5,1,0.1627777777777778,2,0,1,0.0,0.894736842105263,11,1,0,4
SHIP001247,3,7,3,0.1561111111111111,0,1,1,0.0,0.6842105263157894,3,1,0,2
SHIP001248,6,5,0,0.1,0,0,1,0.0,0.5789473684210527,1,1,0,1
SHIP001249,8,5,3,0.2361111111111111,0,1,1,0.08333333333333333,0.7368421052631579,7,4,0,3
SHIP001250,6,3,0,0.9116666666666666,2,1,1,0.4166666666666667,0.7894736842105263,1,0,0,1
SHIP001251,3,6,2,0.7227777777777777,2,1,1,0.3333333333333333,0.5263157894736842,4,3,0,2
SHIP001252,8,4,3,0.18611111111111112,0,2,1,0.0,0.5263157894736842,4,5,1,2
SHIP001253,9,5,0,0.7511111111111111,0,2,1,0.4166666666666667,0.42105263157894735,11,1,0,4
SHIP001254,7,2,0,0.7816666666666667,0,2,1,0.3333333333333333,0.5263157894736842,3,2,0,2
SHIP001255,3,7,2,0.5094444444444444,0,2,1,0.16666666666666669,0.5263157894736842,9,4,0,4
SHIP001256,8,9,3,0.9777777777777776,0,1,0,0.4166666666666667,0.47368421052631576,9,0,0,4
SHIP001257,6,4,1,0.816111111111111,0,2,1,0.3333333333333333,0.5263157894736842,1,6,1,1
SHIP001258,5,2,2,0.8688888888888888,2,2,1,0.3333333333333333,0.5789473684210527,11,6,1,4
SHIP001259,7,0,2,0.8277777777777777,2,1,1,0.3333333333333333,0.5263157894736842,3,6,1,2
SHIP001260,3,6,0,0.05777777777777779,0,0,1,0.0,0.8421052631578947,8,6,1,3
SHIP001261,4,0,0,0.7155555555555555,3,2,1,0.25,0.6842105263157894,1,0,0,1
SHIP001262,7,6,1,0.856111111111111,1,1,1,0.3333333333333333,0.5789473684210527,1,3,0,1
SHIP001263,0,6,3,0.8211111111111111,2,2,1,0.3333333333333333,0.5789473684210527,5,3,0,2
SHIP001264,7,8,0,0.6611111111111112,0,2,1,0.25,0.6842105263157894,2,5,1,1
SHIP001265,9,7,2,0.13222222222222224,0,1,0,0.0,0.47368421052631576,4,1,0,2
SHIP001266,1,6,0,0.5072222222222222,0,2,1,0.16666666666666669,0.5263157894736842,3,6,1,2
SHIP001267,2,4,3,0.6266666666666667,1,2,1,0.25,0.631578947368421,12,1,0,1
SHIP001268,9,2,0,0.645,0,1,0,0.25,0.47368421052631576,3,0,0,2
SHIP001269,6,4,1,0.7266666666666666,0,2,1,0.3333333333333333,0.631578947368421,1,0,0,1
SHIP001270,6,0,3,0.13444444444444445,0,1,0,0.0,0.47368421052631576,1,2,0,1
SHIP001271,7,1,2,0.42111111111111116,0,2,1,0.16666666666666669,0.5263157894736842,4,5,1,2
SHIP001272,7,6,0,0.6144444444444443,0,2,1,0.25,0.5263157894736842,2,2,0,1
SHIP001273,2,4,1,0.4272222222222222,0,2,1,0.16666666666666669,0.5263157894736842,3,6,1,2
SHIP001274,9,4,2,0.2227777777777778,0,2,1,0.08333333333333333,0.5263157894736842,10,4,0,4
SHIP001275,4,0,3,0.6927777777777777,2,2,1,0.25,0.5789473684210527,1,3,0,1
SHIP001276,5,7,0,0.11833333333333335,0,2,1,0.0,0.7894736842105263,10,0,0,4
SHIP001277,5,0,3,0.9694444444444443,0,2,1,0.4166666666666667,0.5263157894736842,1,1,0,1
SHIP001278,7,8,0,0.9322222222222221,1,1,1,0.4166666666666667,0.7894736842105263,6,2,0,3
SHIP001279,4,5,2,0.9922222222222221,2,2,1,0.4166666666666667,0.5789473684210527,1,0,0,1
SHIP001280,5,8,3,0.9099999999999999,2,1,1,0.4166666666666667,0.5263157894736842,4,6,1,2
SHIP001281,0,4,1,0.40277777777777773,0,2,1,0.16666666666666669,0.5263157894736842,3,5,1,2
SHIP001282,2,7,0,0.7055555555555555,0,1,0,0.25,0.47368421052631576,6,3,0,3
SHIP001283,7,5,2,0.2788888888888889,0,1,0,0.08333333333333333,0.47368421052631576,11,0,0,4
SHIP001284,8,0,0,0.4955555555555556,0,2,1,0.16666666666666669,0.5263157894736842,4,0,0,2
SHIP001285,3,7,2,0.9066666666666665,2,0,1,0.4166666666666667,0.631578947368421,1,2,0,1
SHIP001286,8,7,3,0.11444444444444446,0,2,1,0.0,0.7368421052631579,4,5,1,2
SHIP001287,1,9,0,0.03888888888888889,0,1,0,0.0,0.47368421052631576,6,4,0,3
SHIP001288,2,6,3,0.7783333333333333,0,0,1,0.3333333333333333,0.6842105263157894,5,0,0,2
SHIP001289,7,3,2,0.17722222222222223,0,1,1,0.0,0.631578947368421,1,0,0,1
SHIP001290,5,1,1,0.2188888888888889,1,1,1,0.0,0.5789473684210527,6,5,1,3
SHIP001291,9,5,3,0.9872222222222222,2,2,1,0.4166666666666667,0.5789473684210527,3,4,0,2
SHIP001292,3,1,2,0.3227777777777778,0,2,1,0.08333333333333333,0.5263157894736842,4,4,0,2
SHIP001293,6,8,2,0.606111111111111,0,1,1,0.25,0.631578947368421,1,3,0,1
SHIP001294,2,5,2,0.05888888888888891,0,1,1,0.0,0.5789473684210527,1,0,0,1
SHIP001295,7,9,3,0.6361111111111111,0,2,1,0.25,0.5263157894736842,4,1,0,2
SHIP001296,7,3,1,0.6038888888888889,0,1,0,0.25,0.47368421052631576,5,5,1,2
SHIP001297,7,5,1,0.6827777777777777,0,1,0,0.25,0.47368421052631576,12,4,0,1
