Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Planned Delivery Duration,Actual Delivery Delay,Shipment Month,Shipment Day of Week,Is Weekend
SHIP006252,0,1,2023-11-04,2023-11-10,2023-11-12,3,0.9261111111111111,0,0,1,1.0000000000000002,0.2,11,5,1
SHIP006253,8,4,2023-07-01,2023-07-07,2023-07-09,2,0.8916666666666666,1,1,1,1.0000000000000002,0.2,7,5,1
SHIP006254,2,1,2023-11-19,2023-11-24,2023-12-02,0,0.8216666666666668,1,2,1,0.8,0.8,11,6,1
SHIP006255,9,7,2024-02-16,2024-02-19,2024-02-19,1,0.5205555555555557,0,1,0,0.4000000000000001,0.0,2,4,0
SHIP006256,6,7,2023-04-24,2023-04-29,2023-04-29,2,0.7466666666666666,0,1,0,0.8,0.0,4,0,0
SHIP006257,4,3,2023-09-21,2023-09-24,2023-09-25,2,0.43611111111111117,2,1,1,0.4000000000000001,0.1,9,3,0
SHIP006258,4,2,2024-03-31,2024-04-02,2024-04-02,0,0.34,0,1,0,0.2,0.0,3,6,1
SHIP006259,6,8,2023-08-21,2023-08-24,2023-08-25,1,0.415,0,2,1,0.4000000000000001,0.1,8,0,0
SHIP006260,1,2,2023-12-30,2024-01-05,2024-01-08,2,0.8894444444444445,0,1,1,1.0000000000000002,0.30000000000000004,12,5,1
SHIP006261,3,4,2023-11-03,2023-11-05,2023-11-11,1,0.2877777777777778,0,0,1,0.2,0.6000000000000001,11,4,0
SHIP006262,8,7,2023-08-27,2023-09-02,2023-09-06,0,0.9188888888888889,2,2,1,1.0000000000000002,0.4,8,6,1
SHIP006263,6,7,2024-04-30,2024-05-01,2024-05-04,2,0.09388888888888888,1,2,1,0.0,0.30000000000000004,4,1,0
SHIP006264,9,0,2023-02-07,2023-02-11,2023-02-13,0,0.6883333333333332,2,2,1,0.6000000000000001,0.2,2,1,0
SHIP006265,9,8,2024-05-20,2024-05-22,2024-05-26,2,0.31833333333333336,3,2,1,0.2,0.4,5,0,0
SHIP006266,3,1,2023-08-26,2023-08-30,2023-09-01,2,0.6527777777777777,0,1,1,0.6000000000000001,0.2,8,5,1
SHIP006267,1,2,2024-04-22,2024-04-23,2024-04-23,1,0.008333333333333345,0,1,0,0.0,0.0,4,0,0
SHIP006268,5,2,2023-08-17,2023-08-18,2023-08-20,2,0.10555555555555557,1,1,1,0.0,0.2,8,3,0
SHIP006269,2,1,2023-11-17,2023-11-22,2023-11-24,1,0.8627777777777779,0,0,1,0.8,0.2,11,4,0
SHIP006270,5,2,2023-12-30,2024-01-04,2024-01-05,2,0.7483333333333333,0,2,1,0.8,0.1,12,5,1
SHIP006271,1,7,2024-02-20,2024-02-24,2024-02-24,3,0.683888888888889,0,1,0,0.6000000000000001,0.0,2,1,0
SHIP006272,7,6,2023-12-29,2023-12-30,2023-12-31,3,0.17944444444444446,0,2,1,0.0,0.1,12,4,0
SHIP006273,9,5,2023-06-25,2023-06-27,2023-06-30,2,0.31777777777777777,1,2,1,0.2,0.30000000000000004,6,6,1
SHIP006274,3,0,2024-05-30,2024-06-03,2024-06-09,0,0.6605555555555556,0,2,1,0.6000000000000001,0.6000000000000001,5,3,0
SHIP006276,4,7,2023-01-11,2023-01-17,2023-01-17,3,0.9966666666666666,0,1,0,1.0000000000000002,0.0,1,2,0
SHIP006277,3,5,2023-02-03,2023-02-09,2023-02-11,3,0.9672222222222222,1,1,1,1.0000000000000002,0.2,2,4,0
SHIP006278,5,0,2024-03-05,2024-03-07,2024-03-09,3,0.32,0,0,1,0.2,0.2,3,1,0
SHIP006279,3,2,2023-12-18,2023-12-22,2023-12-28,0,0.6522222222222223,2,1,1,0.6000000000000001,0.6000000000000001,12,0,0
SHIP006280,7,1,2023-12-16,2023-12-19,2023-12-20,3,0.5333333333333334,0,2,1,0.4000000000000001,0.1,12,5,1
SHIP006281,7,8,2024-03-21,2024-03-25,2024-03-25,1,0.6427777777777779,0,1,0,0.6000000000000001,0.0,3,3,0
SHIP006282,8,3,2024-02-06,2024-02-08,2024-02-09,1,0.24277777777777776,0,2,1,0.2,0.1,2,1,0
SHIP006283,5,2,2023-04-19,2023-04-25,2023-04-25,0,0.9605555555555556,0,1,0,1.0000000000000002,0.0,4,2,0
SHIP006284,1,4,2024-03-12,2024-03-16,2024-03-17,2,0.7144444444444444,0,2,1,0.6000000000000001,0.1,3,1,0
SHIP006285,9,4,2023-11-24,2023-11-30,2023-11-30,1,0.9594444444444443,0,1,0,1.0000000000000002,0.0,11,4,0
SHIP006286,6,5,2023-11-17,2023-11-20,2023-11-20,2,0.4477777777777778,0,1,0,0.4000000000000001,0.0,11,4,0
SHIP006287,3,1,2023-11-24,2023-11-25,2023-11-26,1,0.14166666666666666,0,2,1,0.0,0.1,11,4,0
SHIP006288,6,2,2023-08-26,2023-08-28,2023-09-02,2,0.30833333333333335,0,1,1,0.2,0.5,8,5,1
SHIP006289,6,7,2023-03-07,2023-03-08,2023-03-12,2,0.00888888888888889,0,1,1,0.0,0.4,3,1,0
SHIP006290,0,6,2023-10-28,2023-11-01,2023-11-01,3,0.7144444444444444,0,1,0,0.6000000000000001,0.0,10,5,1
SHIP006291,0,5,2023-05-22,2023-05-25,2023-05-27,2,0.4216666666666667,1,1,1,0.4000000000000001,0.2,5,0,0
SHIP006292,4,0,2024-04-18,2024-04-22,2024-04-24,3,0.6972222222222222,0,0,1,0.6000000000000001,0.2,4,3,0
SHIP006293,4,0,2023-11-06,2023-11-09,2023-11-14,1,0.43944444444444447,0,1,1,0.4000000000000001,0.5,11,0,0
SHIP006294,9,0,2023-01-04,2023-01-08,2023-01-09,1,0.6683333333333334,0,2,1,0.6000000000000001,0.1,1,2,0
SHIP006295,8,1,2024-05-23,2024-05-24,2024-05-26,2,0.020000000000000018,2,2,1,0.0,0.2,5,3,0
SHIP006297,3,4,2023-11-13,2023-11-17,2023-11-22,2,0.5705555555555555,0,1,1,0.6000000000000001,0.5,11,0,0
SHIP006298,6,3,2024-04-20,2024-04-21,2024-04-21,0,0.1727777777777778,0,1,0,0.0,0.0,4,5,1
SHIP006299,6,3,2023-03-17,2023-03-19,2023-03-20,0,0.2611111111111111,0,2,1,0.2,0.1,3,4,0
SHIP006300,5,0,2024-03-17,2024-03-19,2024-03-25,3,0.3516666666666667,0,2,1,0.2,0.6000000000000001,3,6,1
SHIP006301,9,4,2024-01-08,2024-01-12,2024-01-12,2,0.6305555555555555,0,1,0,0.6000000000000001,0.0,1,0,0
SHIP006302,4,8,2024-04-06,2024-04-11,2024-04-14,1,0.7316666666666667,2,1,1,0.8,0.30000000000000004,4,5,1
SHIP006303,7,5,2023-10-27,2023-10-28,2023-10-31,1,0.1938888888888889,2,0,1,0.0,0.30000000000000004,10,4,0
SHIP006304,8,5,2024-03-31,2024-04-02,2024-04-05,0,0.3655555555555556,2,1,1,0.2,0.30000000000000004,3,6,1
SHIP006305,6,0,2024-04-25,2024-04-27,2024-05-02,2,0.235,0,0,1,0.2,0.5,4,3,0
SHIP006306,0,5,2023-01-27,2023-02-01,2023-02-01,1,0.7566666666666666,0,1,0,0.8,0.0,1,4,0
SHIP006308,3,4,2023-06-13,2023-06-19,2023-06-22,1,0.9416666666666667,0,2,1,1.0000000000000002,0.30000000000000004,6,1,0
SHIP006309,0,6,2024-04-14,2024-04-18,2024-04-19,0,0.7155555555555555,0,2,1,0.6000000000000001,0.1,4,6,1
SHIP006310,0,5,2023-01-05,2023-01-11,2023-01-15,3,0.8894444444444445,1,1,1,1.0000000000000002,0.4,1,3,0
SHIP006311,2,0,2023-07-22,2023-07-25,2023-07-29,3,0.4216666666666667,3,2,1,0.4000000000000001,0.4,7,5,1
SHIP006312,7,2,2024-02-24,2024-02-28,2024-02-29,2,0.6822222222222223,2,1,1,0.6000000000000001,0.1,2,5,1
SHIP006313,4,0,2023-04-21,2023-04-24,2023-04-28,0,0.5138888888888888,0,0,1,0.4000000000000001,0.4,4,4,0
SHIP006314,7,0,2024-05-22,2024-05-25,2024-05-26,2,0.48055555555555557,2,1,1,0.4000000000000001,0.1,5,2,0
SHIP006315,4,0,2024-02-22,2024-02-27,2024-03-02,3,0.7266666666666666,1,0,1,0.8,0.4,2,3,0
SHIP006316,2,8,2023-09-17,2023-09-21,2023-09-26,1,0.576111111111111,2,1,1,0.6000000000000001,0.5,9,6,1
SHIP006317,3,4,2023-06-26,2023-07-02,2023-07-05,3,0.9222222222222223,1,2,1,1.0000000000000002,0.30000000000000004,6,0,0
SHIP006318,5,7,2024-04-26,2024-04-27,2024-04-28,1,0.011111111111111113,0,2,1,0.0,0.1,4,4,0
SHIP006319,3,4,2023-03-16,2023-03-21,2023-03-26,0,0.8505555555555555,0,1,1,0.8,0.5,3,3,0
SHIP006320,3,2,2023-10-27,2023-10-30,2023-11-01,0,0.5511111111111111,0,0,1,0.4000000000000001,0.2,10,4,0
SHIP006321,6,3,2024-03-24,2024-03-30,2024-04-01,1,0.9816666666666667,0,0,1,1.0000000000000002,0.2,3,6,1
SHIP006322,4,5,2023-04-21,2023-04-27,2023-04-28,0,0.9444444444444444,0,2,1,1.0000000000000002,0.1,4,4,0
SHIP006323,4,2,2023-10-19,2023-10-22,2023-10-23,3,0.44611111111111107,0,2,1,0.4000000000000001,0.1,10,3,0
SHIP006325,9,3,2023-01-01,2023-01-05,2023-01-06,1,0.6177777777777778,2,1,1,0.6000000000000001,0.1,1,6,1
SHIP006326,4,7,2023-08-04,2023-08-05,2023-08-07,0,0.21444444444444444,0,1,1,0.0,0.2,8,4,0
SHIP006327,4,1,2023-11-08,2023-11-14,2023-11-14,0,0.9961111111111112,0,1,0,1.0000000000000002,0.0,11,2,0
SHIP006328,1,7,2023-11-23,2023-11-26,2023-11-27,3,0.46888888888888886,2,1,1,0.4000000000000001,0.1,11,3,0
SHIP006329,1,4,2024-02-04,2024-02-08,2024-02-09,3,0.6677777777777778,0,2,1,0.6000000000000001,0.1,2,6,1
SHIP006330,5,3,2023-09-30,2023-10-03,2023-10-03,2,0.49000000000000005,0,1,0,0.4000000000000001,0.0,9,5,1
SHIP006331,9,0,2023-08-13,2023-08-19,2023-08-22,3,0.9849999999999999,1,2,1,1.0000000000000002,0.30000000000000004,8,6,1
SHIP006332,8,5,2023-06-06,2023-06-10,2023-06-14,3,0.6516666666666666,0,2,1,0.6000000000000001,0.4,6,1,0
SHIP006333,1,7,2023-02-15,2023-02-21,2023-02-21,3,0.9166666666666665,0,1,0,1.0000000000000002,0.0,2,2,0
SHIP006334,4,0,2023-11-09,2023-11-11,2023-11-12,0,0.24333333333333335,0,2,1,0.2,0.1,11,3,0
SHIP006335,2,4,2023-04-07,2023-04-11,2023-04-13,0,0.6300000000000001,0,1,1,0.6000000000000001,0.2,4,4,0
SHIP006336,6,1,2023-07-14,2023-07-15,2023-07-20,3,0.19555555555555554,0,1,1,0.0,0.5,7,4,0
SHIP006337,4,6,2023-05-11,2023-05-15,2023-05-16,3,0.7161111111111111,2,1,1,0.6000000000000001,0.1,5,3,0
SHIP006338,8,4,2023-08-15,2023-08-17,2023-08-23,1,0.2627777777777778,2,1,1,0.2,0.6000000000000001,8,1,0
SHIP006339,6,8,2024-03-25,2024-03-26,2024-03-26,1,0.1611111111111111,0,1,0,0.0,0.0,3,0,0
SHIP006340,9,5,2023-11-23,2023-11-24,2023-11-27,0,0.065,3,1,1,0.0,0.30000000000000004,11,3,0
SHIP006341,6,7,2023-01-11,2023-01-17,2023-01-17,0,0.9838888888888888,0,1,0,1.0000000000000002,0.0,1,2,0
SHIP006342,0,9,2024-03-13,2024-03-14,2024-03-14,3,0.21666666666666667,0,1,0,0.0,0.0,3,2,0
SHIP006343,9,3,2023-03-04,2023-03-07,2023-03-07,1,0.4727777777777778,0,1,0,0.4000000000000001,0.0,3,5,1
SHIP006344,7,9,2023-12-29,2023-12-30,2024-01-04,3,0.10111111111111112,2,1,1,0.0,0.5,12,4,0
SHIP006345,9,1,2024-01-09,2024-01-12,2024-01-16,1,0.5505555555555555,0,2,1,0.4000000000000001,0.4,1,1,0
SHIP006346,0,3,2023-06-24,2023-06-25,2023-06-25,0,0.18333333333333335,0,1,0,0.0,0.0,6,5,1
SHIP006347,9,1,2023-11-27,2023-12-01,2023-12-06,0,0.5911111111111111,3,0,1,0.6000000000000001,0.5,11,0,0
SHIP006348,2,9,2023-04-04,2023-04-05,2023-04-06,3,0.053333333333333344,0,2,1,0.0,0.1,4,1,0
SHIP006349,8,5,2023-07-22,2023-07-28,2023-07-31,3,0.921111111111111,1,2,1,1.0000000000000002,0.30000000000000004,7,5,1
SHIP006351,9,4,2024-02-14,2024-02-17,2024-02-17,2,0.4877777777777778,0,1,0,0.4000000000000001,0.0,2,2,0
SHIP006352,7,3,2023-01-07,2023-01-09,2023-01-17,2,0.22388888888888892,3,0,1,0.2,0.8,1,5,1
SHIP006353,7,1,2024-03-29,2024-04-03,2024-04-06,1,0.8494444444444444,0,1,1,0.8,0.30000000000000004,3,4,0
SHIP006354,1,3,2023-06-18,2023-06-19,2023-06-26,2,0.007777777777777786,3,1,1,0.0,0.7000000000000001,6,6,1
SHIP006355,0,4,2023-02-15,2023-02-20,2023-02-21,1,0.8705555555555555,0,2,1,0.8,0.1,2,2,0
SHIP006356,2,0,2024-01-07,2024-01-11,2024-01-12,1,0.6372222222222221,0,2,1,0.6000000000000001,0.1,1,6,1
SHIP006357,8,0,2024-03-13,2024-03-18,2024-03-18,0,0.7438888888888888,0,1,0,0.8,0.0,3,2,0
SHIP006358,3,5,2023-06-18,2023-06-19,2023-06-22,2,0.08722222222222223,1,2,1,0.0,0.30000000000000004,6,6,1
SHIP006359,6,3,2023-08-17,2023-08-19,2023-08-24,3,0.235,0,2,1,0.2,0.5,8,3,0
SHIP006360,0,1,2023-04-30,2023-05-06,2023-05-08,2,0.9549999999999998,0,1,1,1.0000000000000002,0.2,4,6,1
SHIP006362,0,7,2024-05-15,2024-05-20,2024-05-20,3,0.8483333333333334,0,1,0,0.8,0.0,5,2,0
SHIP006363,8,3,2023-03-03,2023-03-04,2023-03-06,0,0.19555555555555554,1,1,1,0.0,0.2,3,4,0
SHIP006364,1,0,2023-09-17,2023-09-22,2023-09-23,2,0.7977777777777777,0,2,1,0.8,0.1,9,6,1
SHIP006365,4,7,2023-04-20,2023-04-24,2023-04-29,3,0.5988888888888888,2,1,1,0.6000000000000001,0.5,4,3,0
SHIP006366,7,1,2024-03-19,2024-03-20,2024-03-20,1,0.04000000000000001,0,1,0,0.0,0.0,3,1,0
SHIP006367,4,2,2024-02-05,2024-02-06,2024-02-09,2,0.0977777777777778,2,1,1,0.0,0.30000000000000004,2,0,0
SHIP006368,0,4,2023-11-01,2023-11-07,2023-11-08,3,0.9788888888888889,0,2,1,1.0000000000000002,0.1,11,2,0
SHIP006369,0,2,2023-03-25,2023-03-26,2023-03-27,0,0.09944444444444445,0,2,1,0.0,0.1,3,5,1
SHIP006370,7,4,2023-05-24,2023-05-28,2023-06-05,0,0.5611111111111111,3,2,1,0.6000000000000001,0.8,5,2,0
SHIP006371,9,0,2023-10-07,2023-10-08,2023-10-08,2,0.051666666666666666,0,1,0,0.0,0.0,10,5,1
SHIP006372,0,3,2023-10-25,2023-10-27,2023-10-29,1,0.25833333333333336,1,1,1,0.2,0.2,10,2,0
SHIP006373,3,4,2024-04-02,2024-04-07,2024-04-11,1,0.8194444444444444,0,2,1,0.8,0.4,4,1,0
SHIP006374,7,3,2024-05-22,2024-05-27,2024-05-29,1,0.875,2,2,1,0.8,0.2,5,2,0
SHIP006375,3,5,2023-05-01,2023-05-03,2023-05-03,1,0.35333333333333333,0,1,0,0.2,0.0,5,0,0
SHIP006376,5,6,2024-04-26,2024-04-28,2024-04-29,3,0.2727777777777778,2,1,1,0.2,0.1,4,4,0
SHIP006377,7,8,2024-02-27,2024-02-28,2024-02-29,1,0.09444444444444444,0,2,1,0.0,0.1,2,1,0
SHIP006378,0,9,2024-02-20,2024-02-21,2024-02-21,2,0.21055555555555555,0,1,0,0.0,0.0,2,1,0
SHIP006379,5,6,2024-03-30,2024-03-31,2024-03-31,3,0.17444444444444446,0,1,0,0.0,0.0,3,5,1
SHIP006380,0,4,2023-03-02,2023-03-07,2023-03-10,3,0.7949999999999999,1,2,1,0.8,0.30000000000000004,3,3,0
SHIP006381,3,2,2023-01-26,2023-01-27,2023-01-27,1,0.015000000000000013,0,1,0,0.0,0.0,1,3,0
SHIP006382,8,9,2024-04-04,2024-04-05,2024-04-07,0,0.22166666666666668,1,1,1,0.0,0.2,4,3,0
SHIP006383,6,2,2023-03-30,2023-03-31,2023-04-01,1,0.03888888888888889,0,2,1,0.0,0.1,3,3,0
SHIP006384,7,9,2024-01-07,2024-01-10,2024-01-11,1,0.4172222222222222,2,1,1,0.4000000000000001,0.1,1,6,1
SHIP006385,3,2,2023-10-18,2023-10-23,2023-10-23,2,0.7855555555555556,0,1,0,0.8,0.0,10,2,0
SHIP006386,1,3,2023-09-07,2023-09-11,2023-09-12,3,0.5705555555555555,2,1,1,0.6000000000000001,0.1,9,3,0
SHIP006387,5,0,2024-03-01,2024-03-07,2024-03-11,2,0.9477777777777778,0,1,1,1.0000000000000002,0.4,3,4,0
SHIP006388,6,7,2023-03-26,2023-03-28,2023-03-30,0,0.23444444444444446,0,0,1,0.2,0.2,3,6,1
SHIP006389,3,0,2023-11-19,2023-11-21,2023-11-21,2,0.24944444444444447,0,1,0,0.2,0.0,11,6,1
SHIP006390,7,3,2024-03-10,2024-03-12,2024-03-13,2,0.2927777777777778,0,2,1,0.2,0.1,3,6,1
SHIP006391,0,2,2023-05-30,2023-05-31,2023-06-01,0,0.09555555555555556,0,2,1,0.0,0.1,5,1,0
SHIP006392,5,9,2023-02-14,2023-02-18,2023-02-22,2,0.653888888888889,0,2,1,0.6000000000000001,0.4,2,1,0
SHIP006393,8,1,2024-02-16,2024-02-18,2024-02-18,2,0.3438888888888889,0,1,0,0.2,0.0,2,4,0
SHIP006394,0,2,2023-03-19,2023-03-22,2023-03-22,2,0.47388888888888886,0,1,0,0.4000000000000001,0.0,3,6,1
SHIP006395,7,5,2023-02-15,2023-02-16,2023-02-17,0,0.13944444444444443,0,2,1,0.0,0.1,2,2,0
SHIP006396,3,0,2023-03-27,2023-03-29,2023-03-30,2,0.3811111111111111,0,2,1,0.2,0.1,3,0,0
SHIP006397,0,9,2023-12-17,2023-12-19,2023-12-19,0,0.31777777777777777,0,1,0,0.2,0.0,12,6,1
SHIP006398,1,2,2023-10-21,2023-10-24,2023-10-31,2,0.4777777777777778,1,1,1,0.4000000000000001,0.7000000000000001,10,5,1
SHIP006399,9,2,2023-04-02,2023-04-03,2023-04-05,1,0.06888888888888889,2,2,1,0.0,0.2,4,6,1
SHIP006400,4,7,2023-01-05,2023-01-09,2023-01-10,1,0.6677777777777778,0,2,1,0.6000000000000001,0.1,1,3,0
SHIP006401,1,0,2024-04-17,2024-04-23,2024-04-23,0,0.9616666666666667,0,1,0,1.0000000000000002,0.0,4,2,0
SHIP006402,3,1,2023-11-30,2023-12-01,2023-12-04,0,0.06444444444444444,3,1,1,0.0,0.30000000000000004,11,3,0
SHIP006403,4,0,2024-03-14,2024-03-18,2024-03-20,3,0.5605555555555555,2,2,1,0.6000000000000001,0.2,3,3,0
SHIP006404,9,2,2023-12-16,2023-12-19,2023-12-21,1,0.4266666666666667,0,0,1,0.4000000000000001,0.2,12,5,1
SHIP006405,5,2,2024-01-03,2024-01-08,2024-01-13,3,0.8394444444444444,2,1,1,0.8,0.5,1,2,0
SHIP006406,0,4,2023-03-16,2023-03-19,2023-03-19,3,0.5377777777777777,0,1,0,0.4000000000000001,0.0,3,3,0
SHIP006407,7,9,2023-11-05,2023-11-11,2023-11-11,2,0.9166666666666665,0,1,0,1.0000000000000002,0.0,11,6,1
SHIP006408,2,5,2023-08-17,2023-08-18,2023-08-18,1,0.033888888888888885,0,1,0,0.0,0.0,8,3,0
SHIP006409,7,4,2023-12-11,2023-12-12,2023-12-13,1,0.15666666666666668,2,1,1,0.0,0.1,12,0,0
SHIP006410,6,0,2023-01-16,2023-01-18,2023-01-23,2,0.32944444444444443,2,2,1,0.2,0.5,1,0,0
SHIP006411,4,1,2023-12-16,2023-12-22,2023-12-23,1,0.925,0,2,1,1.0000000000000002,0.1,12,5,1
SHIP006412,0,6,2023-04-04,2023-04-09,2023-04-12,3,0.8244444444444445,0,2,1,0.8,0.30000000000000004,4,1,0
SHIP006414,0,8,2023-09-20,2023-09-23,2023-09-24,0,0.5077777777777779,0,2,1,0.4000000000000001,0.1,9,2,0
SHIP006415,2,8,2023-09-16,2023-09-19,2023-09-20,0,0.5016666666666667,0,2,1,0.4000000000000001,0.1,9,5,1
SHIP006416,5,1,2024-04-25,2024-04-28,2024-04-29,3,0.53,0,2,1,0.4000000000000001,0.1,4,3,0
SHIP006417,1,6,2024-05-31,2024-06-01,2024-06-03,0,0.07611111111111113,2,2,1,0.0,0.2,5,4,0
SHIP006418,7,1,2023-08-18,2023-08-24,2023-08-26,2,0.9749999999999999,1,1,1,1.0000000000000002,0.2,8,4,0
SHIP006419,1,9,2023-04-05,2023-04-08,2023-04-13,3,0.5122222222222221,0,1,1,0.4000000000000001,0.5,4,2,0
SHIP006420,3,9,2024-01-04,2024-01-05,2024-01-05,1,0.18888888888888888,0,1,0,0.0,0.0,1,3,0
SHIP006421,8,7,2023-12-14,2023-12-20,2023-12-22,1,0.9277777777777778,0,1,1,1.0000000000000002,0.2,12,3,0
SHIP006422,9,7,2023-01-30,2023-02-03,2023-02-08,0,0.7044444444444444,2,2,1,0.6000000000000001,0.5,1,0,0
SHIP006423,9,8,2023-01-17,2023-01-21,2023-01-21,1,0.6788888888888889,0,1,0,0.6000000000000001,0.0,1,1,0
SHIP006424,2,8,2023-09-23,2023-09-29,2023-10-02,1,0.9222222222222223,1,2,1,1.0000000000000002,0.30000000000000004,9,5,1
SHIP006425,2,9,2023-06-14,2023-06-18,2023-06-18,0,0.6988888888888889,0,1,0,0.6000000000000001,0.0,6,2,0
SHIP006426,6,0,2023-07-03,2023-07-07,2023-07-11,2,0.6877777777777778,0,0,1,0.6000000000000001,0.4,7,0,0
SHIP006427,1,2,2024-01-08,2024-01-14,2024-01-15,2,0.9422222222222221,0,2,1,1.0000000000000002,0.1,1,0,0
SHIP006428,5,4,2023-07-08,2023-07-10,2023-07-10,1,0.2911111111111111,0,1,0,0.2,0.0,7,5,1
SHIP006429,8,2,2023-06-09,2023-06-10,2023-06-13,1,0.1522222222222222,0,1,1,0.0,0.30000000000000004,6,4,0
SHIP006430,2,1,2023-11-07,2023-11-08,2023-11-08,0,0.013888888888888895,0,1,0,0.0,0.0,11,1,0
SHIP006431,9,1,2024-05-15,2024-05-19,2024-05-22,0,0.6822222222222223,3,1,1,0.6000000000000001,0.30000000000000004,5,2,0
SHIP006432,8,3,2023-05-26,2023-05-29,2023-05-30,2,0.45888888888888885,0,2,1,0.4000000000000001,0.1,5,4,0
SHIP006433,8,7,2023-09-20,2023-09-23,2023-09-28,0,0.39166666666666666,0,0,1,0.4000000000000001,0.5,9,2,0
SHIP006434,1,2,2024-03-24,2024-03-25,2024-03-26,2,0.12222222222222223,0,2,1,0.0,0.1,3,6,1
SHIP006435,9,1,2023-09-21,2023-09-22,2023-09-22,0,0.19722222222222224,0,1,0,0.0,0.0,9,3,0
SHIP006436,1,6,2023-08-06,2023-08-08,2023-08-13,3,0.2977777777777778,3,0,1,0.2,0.5,8,6,1
SHIP006437,3,8,2023-12-31,2024-01-05,2024-01-07,1,0.7555555555555555,0,0,1,0.8,0.2,12,6,1
SHIP006438,8,5,2023-07-22,2023-07-25,2023-08-01,3,0.44055555555555553,1,1,1,0.4000000000000001,0.7000000000000001,7,5,1
SHIP006439,9,5,2024-01-17,2024-01-22,2024-01-24,0,0.7372222222222222,1,1,1,0.8,0.2,1,2,0
SHIP006440,7,1,2023-04-05,2023-04-07,2023-04-07,2,0.275,0,1,0,0.2,0.0,4,2,0
SHIP006441,9,2,2023-12-23,2023-12-28,2023-12-30,1,0.758888888888889,2,2,1,0.8,0.2,12,5,1
SHIP006442,9,5,2024-02-24,2024-02-29,2024-02-29,1,0.7794444444444444,0,1,0,0.8,0.0,2,5,1
SHIP006443,3,0,2023-05-29,2023-06-02,2023-06-04,0,0.5866666666666667,1,1,1,0.6000000000000001,0.2,5,0,0
SHIP006444,1,4,2023-09-29,2023-10-01,2023-10-03,3,0.3611111111111111,2,2,1,0.2,0.2,9,4,0
SHIP006445,8,5,2023-11-29,2023-12-05,2023-12-08,0,0.97,0,1,1,1.0000000000000002,0.30000000000000004,11,2,0
SHIP006446,1,3,2023-10-29,2023-10-31,2023-11-01,3,0.2911111111111111,0,2,1,0.2,0.1,10,6,1
SHIP006447,1,4,2023-07-22,2023-07-26,2023-07-26,2,0.5627777777777778,0,1,0,0.6000000000000001,0.0,7,5,1
SHIP006448,4,0,2023-03-17,2023-03-22,2023-03-23,1,0.7994444444444444,0,2,1,0.8,0.1,3,4,0
SHIP006449,3,4,2023-03-04,2023-03-10,2023-03-13,3,0.8977777777777778,0,2,1,1.0000000000000002,0.30000000000000004,3,5,1
SHIP006450,3,0,2023-02-06,2023-02-07,2023-02-10,2,0.1522222222222222,2,0,1,0.0,0.30000000000000004,2,0,0
SHIP006451,6,5,2023-08-30,2023-08-31,2023-09-01,1,0.0488888888888889,0,2,1,0.0,0.1,8,2,0
SHIP006452,6,9,2023-06-05,2023-06-08,2023-06-11,1,0.5155555555555555,0,1,1,0.4000000000000001,0.30000000000000004,6,0,0
SHIP006453,3,4,2024-01-28,2024-01-29,2024-02-02,1,0.12444444444444444,0,0,1,0.0,0.4,1,6,1
SHIP006454,9,6,2023-12-07,2023-12-09,2023-12-09,1,0.265,0,1,0,0.2,0.0,12,3,0
SHIP006455,3,1,2023-04-18,2023-04-23,2023-04-26,1,0.7605555555555557,3,1,1,0.8,0.30000000000000004,4,1,0
SHIP006456,8,4,2023-11-17,2023-11-18,2023-11-18,0,0.185,0,1,0,0.0,0.0,11,4,0
SHIP006457,8,7,2024-03-31,2024-04-05,2024-04-06,2,0.8755555555555556,0,2,1,0.8,0.1,3,6,1
SHIP006459,0,8,2024-01-12,2024-01-18,2024-01-19,1,0.9766666666666666,0,2,1,1.0000000000000002,0.1,1,4,0
SHIP006460,3,5,2023-10-03,2023-10-04,2023-10-12,2,0.08722222222222223,2,0,1,0.0,0.8,10,1,0
SHIP006461,1,9,2024-04-16,2024-04-20,2024-04-22,2,0.6916666666666667,0,1,1,0.6000000000000001,0.2,4,1,0
SHIP006462,3,1,2023-05-12,2023-05-14,2023-05-18,0,0.22388888888888892,3,2,1,0.2,0.4,5,4,0
SHIP006463,6,0,2024-03-29,2024-04-01,2024-04-02,0,0.528888888888889,0,2,1,0.4000000000000001,0.1,3,4,0
SHIP006464,7,2,2024-02-16,2024-02-18,2024-02-18,1,0.2727777777777778,0,1,0,0.2,0.0,2,4,0
SHIP006465,7,0,2023-10-24,2023-10-26,2023-10-27,1,0.2872222222222222,0,2,1,0.2,0.1,10,1,0
SHIP006466,1,9,2023-10-04,2023-10-10,2023-10-10,2,0.8972222222222221,0,1,0,1.0000000000000002,0.0,10,2,0
SHIP006467,6,0,2023-03-16,2023-03-17,2023-03-18,2,0.175,0,2,1,0.0,0.1,3,3,0
SHIP006468,6,1,2023-04-12,2023-04-17,2023-04-17,0,0.81,0,1,0,0.8,0.0,4,2,0
SHIP006469,8,5,2023-12-04,2023-12-05,2023-12-11,2,0.09611111111111112,1,1,1,0.0,0.6000000000000001,12,0,0
SHIP006470,3,5,2023-10-30,2023-11-04,2023-11-04,0,0.741111111111111,0,1,0,0.8,0.0,10,0,0
